Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Allergy,redness_of_eyes,chills,continuous_sneezing,runny_nose,shivering,,,,,,,,,,,,
Allergy,shivering,redness_of_eyes,chills,watering_from_eyes,continuous_sneezing,,,,,,,,,,,,
Allergy,shivering,redness_of_eyes,runny_nose,,,,,,,,,,,,,,
Allergy,continuous_sneezing,chills,runny_nose,shivering,redness_of_eyes,watering_from_eyes,,,,,,,,,,,
Allergy,chills,watering_from_eyes,runny_nose,,,,,,,,,,,,,,
Allergy,watering_from_eyes,runny_nose,continuous_sneezing,redness_of_eyes,shivering,chills,,,,,,,,,,,
Allergy,watering_from_eyes,runny_nose,chills,continuous_sneezing,redness_of_eyes,shivering,,,,,,,,,,,
Allergy,runny_nose,continuous_sneezing,redness_of_eyes,chills,watering_from_eyes,shivering,,,,,,,,,,,
Allergy,shivering,chills,redness_of_eyes,watering_from_eyes,,,,,,,,,,,,,
Allergy,continuous_sneezing,chills,shivering,runny_nose,watering_from_eyes,,,,,,,,,,,,
Allergy,redness_of_eyes,chills,continuous_sneezing,runny_nose,,,,,,,,,,,,,
Allergy,runny_nose,redness_of_eyes,shivering,continuous_sneezing,,,,,,,,,,,,,
Allergy,runny_nose,continuous_sneezing,redness_of_eyes,watering_from_eyes,chills,,,,,,,,,,,,
Allergy,redness_of_eyes,shivering,watering_from_eyes,chills,continuous_sneezing,,,,,,,,,,,,
Allergy,redness_of_eyes,runny_nose,chills,watering_from_eyes,shivering,continuous_sneezing,,,,,,,,,,,
Allergy,redness_of_eyes,watering_from_eyes,chills,shivering,,,,,,,,,,,,,
Allergy,redness_of_eyes,continuous_sneezing,shivering,,,,,,,,,,,,,,
Allergy,watering_from_eyes,redness_of_eyes,runny_nose,continuous_sneezing,shivering,chills,,,,,,,,,,,
Allergy,redness_of_eyes,chills,runny_nose,shivering,continuous_sneezing,,,,,,,,,,,,
Allergy,runny_nose,redness_of_eyes,continuous_sneezing,shivering,watering_from_eyes,,,,,,,,,,,,
Allergy,continuous_sneezing,chills,watering_from_eyes,redness_of_eyes,runny_nose,shivering,,,,,,,,,,,
Allergy,chills,watering_from_eyes,runny_nose,,,,,,,,,,,,,,
Allergy,shivering,chills,runny_nose,continuous_sneezing,,,,,,,,,,,,,
Allergy,watering_from_eyes,runny_nose,redness_of_eyes,shivering,,,,,,,,,,,,,
Allergy,watering_from_eyes,continuous_sneezing,runny_nose,shivering,chills,,,,,,,,,,,,
Allergy,shivering,runny_nose,chills,continuous_sneezing,,,,,,,,,,,,,
Allergy,chills,watering_from_eyes,runny_nose,,,,,,,,,,,,,,
Allergy,runny_nose,continuous_sneezing,redness_of_eyes,shivering,watering_from_eyes,,,,,,,,,,,,
Allergy,redness_of_eyes,chills,watering_from_eyes,shivering,continuous_sneezing,,,,,,,,,,,,
Allergy,continuous_sneezing,runny_nose,shivering,watering_from_eyes,chills,redness_of_eyes,,,,,,,,,,,
Allergy,runny_nose,watering_from_eyes,chills,redness_of_eyes,continuous_sneezing,shivering,,,,,,,,,,,
Allergy,watering_from_eyes,chills,runny_nose,,,,,,,,,,,,,,
Allergy,shivering,redness_of_eyes,watering_from_eyes,chills,continuous_sneezing,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,,,,,,,,,,,,,,
Allergy,runny_nose,watering_from_eyes,shivering,chills,continuous_sneezing,redness_of_eyes,,,,,,,,,,,
Allergy,shivering,watering_from_eyes,chills,runny_nose,redness_of_eyes,,,,,,,,,,,,
Allergy,redness_of_eyes,runny_nose,chills,shivering,continuous_sneezing,watering_from_eyes,,,,,,,,,,,
Allergy,redness_of_eyes,continuous_sneezing,watering_from_eyes,chills,shivering,,,,,,,,,,,,
Allergy,runny_nose,watering_from_eyes,chills,,,,,,,,,,,,,,
Allergy,redness_of_eyes,continuous_sneezing,watering_from_eyes,runny_nose,,,,,,,,,,,,,
Allergy,shivering,redness_of_eyes,continuous_sneezing,chills,watering_from_eyes,runny_nose,,,,,,,,,,,
Allergy,watering_from_eyes,chills,redness_of_eyes,,,,,,,,,,,,,,
Allergy,watering_from_eyes,shivering,redness_of_eyes,chills,,,,,,,,,,,,,
Allergy,redness_of_eyes,continuous_sneezing,shivering,chills,runny_nose,watering_from_eyes,,,,,,,,,,,
Allergy,runny_nose,watering_from_eyes,chills,continuous_sneezing,shivering,redness_of_eyes,,,,,,,,,,,
Allergy,redness_of_eyes,chills,watering_from_eyes,continuous_sneezing,runny_nose,,,,,,,,,,,,
Allergy,runny_nose,chills,shivering,watering_from_eyes,redness_of_eyes,,,,,,,,,,,,
Allergy,redness_of_eyes,watering_from_eyes,chills,shivering,,,,,,,,,,,,,
Allergy,runny_nose,chills,redness_of_eyes,continuous_sneezing,shivering,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,brittle_nails,weight_gain,cold_hands_and_feets,fatigue,swollen_extremeties,mood_swings,lethargy,,,,,,,,,
Hypothyroidism,lethargy,enlarged_thyroid,mood_swings,weight_gain,swollen_extremeties,cold_hands_and_feets,brittle_nails,fatigue,,,,,,,,,
Hypothyroidism,weight_gain,lethargy,enlarged_thyroid,brittle_nails,swollen_extremeties,fatigue,,,,,,,,,,,
Hypothyroidism,mood_swings,enlarged_thyroid,weight_gain,fatigue,lethargy,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,swollen_extremeties,mood_swings,fatigue,weight_gain,lethargy,cold_hands_and_feets,brittle_nails,,,,,,,,,
Hypothyroidism,swollen_extremeties,enlarged_thyroid,weight_gain,cold_hands_and_feets,lethargy,brittle_nails,fatigue,mood_swings,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,mood_swings,brittle_nails,swollen_extremeties,lethargy,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties,fatigue,lethargy,weight_gain,mood_swings,brittle_nails,,,,,,,,,
Hypothyroidism,swollen_extremeties,enlarged_thyroid,lethargy,brittle_nails,mood_swings,fatigue,weight_gain,,,,,,,,,,
Hypothyroidism,mood_swings,brittle_nails,fatigue,cold_hands_and_feets,weight_gain,lethargy,swollen_extremeties,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,fatigue,enlarged_thyroid,swollen_extremeties,lethargy,mood_swings,brittle_nails,,,,,,,,,,
Hypothyroidism,brittle_nails,swollen_extremeties,mood_swings,lethargy,cold_hands_and_feets,fatigue,,,,,,,,,,,
Hypothyroidism,weight_gain,swollen_extremeties,brittle_nails,mood_swings,cold_hands_and_feets,fatigue,lethargy,enlarged_thyroid,,,,,,,,,
Hypothyroidism,mood_swings,swollen_extremeties,cold_hands_and_feets,enlarged_thyroid,lethargy,brittle_nails,fatigue,weight_gain,,,,,,,,,
Hypothyroidism,mood_swings,fatigue,enlarged_thyroid,brittle_nails,swollen_extremeties,weight_gain,lethargy,,,,,,,,,,
Hypothyroidism,lethargy,enlarged_thyroid,fatigue,cold_hands_and_feets,swollen_extremeties,mood_swings,brittle_nails,weight_gain,,,,,,,,,
Hypothyroidism,swollen_extremeties,weight_gain,mood_swings,lethargy,cold_hands_and_feets,brittle_nails,,,,,,,,,,,
Hypothyroidism,mood_swings,brittle_nails,weight_gain,lethargy,fatigue,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties,,,,,,,,,
Hypothyroidism,weight_gain,fatigue,lethargy,enlarged_thyroid,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,swollen_extremeties,lethargy,mood_swings,fatigue,brittle_nails,,,,,,,,,,,
Hypothyroidism,swollen_extremeties,fatigue,lethargy,mood_swings,brittle_nails,weight_gain,,,,,,,,,,,
Hypothyroidism,brittle_nails,mood_swings,lethargy,fatigue,swollen_extremeties,cold_hands_and_feets,,,,,,,,,,,
Hypothyroidism,fatigue,mood_swings,cold_hands_and_feets,swollen_extremeties,weight_gain,enlarged_thyroid,lethargy,,,,,,,,,,
Hypothyroidism,brittle_nails,cold_hands_and_feets,enlarged_thyroid,fatigue,lethargy,,,,,,,,,,,,
Hypothyroidism,swollen_extremeties,fatigue,cold_hands_and_feets,mood_swings,weight_gain,,,,,,,,,,,,
Hypothyroidism,brittle_nails,cold_hands_and_feets,mood_swings,enlarged_thyroid,lethargy,weight_gain,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties,fatigue,weight_gain,,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,enlarged_thyroid,weight_gain,fatigue,lethargy,brittle_nails,swollen_extremeties,mood_swings,,,,,,,,,
Hypothyroidism,mood_swings,weight_gain,swollen_extremeties,cold_hands_and_feets,brittle_nails,enlarged_thyroid,fatigue,lethargy,,,,,,,,,
Hypothyroidism,brittle_nails,lethargy,fatigue,weight_gain,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,weight_gain,lethargy,fatigue,mood_swings,enlarged_thyroid,,,,,,,,,,,,
Hypothyroidism,fatigue,mood_swings,brittle_nails,weight_gain,lethargy,swollen_extremeties,,,,,,,,,,,
Hypothyroidism,lethargy,weight_gain,enlarged_thyroid,swollen_extremeties,cold_hands_and_feets,mood_swings,,,,,,,,,,,
Hypothyroidism,mood_swings,cold_hands_and_feets,weight_gain,lethargy,enlarged_thyroid,swollen_extremeties,brittle_nails,,,,,,,,,,
Hypothyroidism,fatigue,lethargy,brittle_nails,weight_gain,mood_swings,cold_hands_and_feets,enlarged_thyroid,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,swollen_extremeties,brittle_nails,mood_swings,cold_hands_and_feets,,,,,,,,,,,,
Hypothyroidism,brittle_nails,weight_gain,cold_hands_and_feets,mood_swings,swollen_extremeties,enlarged_thyroid,lethargy,fatigue,,,,,,,,,
Hypothyroidism,lethargy,brittle_nails,enlarged_thyroid,weight_gain,mood_swings,fatigue,,,,,,,,,,,
Hypothyroidism,brittle_nails,lethargy,swollen_extremeties,weight_gain,mood_swings,fatigue,enlarged_thyroid,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,weight_gain,mood_swings,cold_hands_and_feets,fatigue,swollen_extremeties,lethargy,brittle_nails,,,,,,,,,,
Hypothyroidism,fatigue,brittle_nails,swollen_extremeties,weight_gain,lethargy,mood_swings,enlarged_thyroid,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,brittle_nails,swollen_extremeties,mood_swings,lethargy,cold_hands_and_feets,,,,,,,,,,
Hypothyroidism,mood_swings,lethargy,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties,weight_gain,brittle_nails,fatigue,,,,,,,,,
Hypothyroidism,enlarged_thyroid,lethargy,mood_swings,swollen_extremeties,fatigue,cold_hands_and_feets,weight_gain,,,,,,,,,,
Hypothyroidism,mood_swings,cold_hands_and_feets,brittle_nails,swollen_extremeties,fatigue,enlarged_thyroid,lethargy,,,,,,,,,,
Hypothyroidism,fatigue,cold_hands_and_feets,lethargy,enlarged_thyroid,mood_swings,weight_gain,,,,,,,,,,,
Hypothyroidism,mood_swings,cold_hands_and_feets,weight_gain,swollen_extremeties,enlarged_thyroid,lethargy,,,,,,,,,,,
Hypothyroidism,lethargy,brittle_nails,mood_swings,enlarged_thyroid,swollen_extremeties,fatigue,weight_gain,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,enlarged_thyroid,lethargy,mood_swings,weight_gain,swollen_extremeties,,,,,,,,,,,
Hypothyroidism,fatigue,brittle_nails,swollen_extremeties,enlarged_thyroid,lethargy,,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,brittle_nails,enlarged_thyroid,weight_gain,fatigue,swollen_extremeties,mood_swings,lethargy,,,,,,,,,
Hypothyroidism,swollen_extremeties,cold_hands_and_feets,fatigue,lethargy,mood_swings,brittle_nails,,,,,,,,,,,
Hypothyroidism,fatigue,swollen_extremeties,lethargy,enlarged_thyroid,mood_swings,brittle_nails,cold_hands_and_feets,weight_gain,,,,,,,,,
Hypothyroidism,fatigue,lethargy,enlarged_thyroid,mood_swings,weight_gain,swollen_extremeties,cold_hands_and_feets,,,,,,,,,,
Hypothyroidism,mood_swings,weight_gain,lethargy,enlarged_thyroid,cold_hands_and_feets,brittle_nails,,,,,,,,,,,
Hypothyroidism,brittle_nails,fatigue,cold_hands_and_feets,mood_swings,lethargy,enlarged_thyroid,swollen_extremeties,,,,,,,,,,
Hypothyroidism,lethargy,enlarged_thyroid,fatigue,brittle_nails,swollen_extremeties,weight_gain,,,,,,,,,,,
Hypothyroidism,brittle_nails,lethargy,mood_swings,fatigue,swollen_extremeties,cold_hands_and_feets,enlarged_thyroid,weight_gain,,,,,,,,,
Hypothyroidism,brittle_nails,enlarged_thyroid,cold_hands_and_feets,lethargy,fatigue,swollen_extremeties,mood_swings,weight_gain,,,,,,,,,
Hypothyroidism,swollen_extremeties,cold_hands_and_feets,fatigue,enlarged_thyroid,brittle_nails,mood_swings,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,brittle_nails,swollen_extremeties,fatigue,weight_gain,,,,,,,,,,,,
Hypothyroidism,brittle_nails,fatigue,cold_hands_and_feets,weight_gain,lethargy,enlarged_thyroid,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,mood_swings,swollen_extremeties,weight_gain,fatigue,cold_hands_and_feets,lethargy,brittle_nails,,,,,,,,,
Hypothyroidism,brittle_nails,weight_gain,fatigue,cold_hands_and_feets,mood_swings,,,,,,,,,,,,
Hypothyroidism,fatigue,enlarged_thyroid,cold_hands_and_feets,mood_swings,lethargy,swollen_extremeties,weight_gain,,,,,,,,,,
Hypothyroidism,brittle_nails,weight_gain,enlarged_thyroid,lethargy,mood_swings,fatigue,swollen_extremeties,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,weight_gain,cold_hands_and_feets,swollen_extremeties,mood_swings,enlarged_thyroid,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,cold_hands_and_feets,fatigue,swollen_extremeties,lethargy,weight_gain,brittle_nails,mood_swings,,,,,,,,,
Hypothyroidism,weight_gain,swollen_extremeties,fatigue,brittle_nails,mood_swings,lethargy,cold_hands_and_feets,,,,,,,,,,
Hypothyroidism,fatigue,swollen_extremeties,cold_hands_and_feets,lethargy,brittle_nails,,,,,,,,,,,,
Hypothyroidism,brittle_nails,fatigue,cold_hands_and_feets,mood_swings,lethargy,swollen_extremeties,enlarged_thyroid,,,,,,,,,,
Hypothyroidism,brittle_nails,weight_gain,swollen_extremeties,cold_hands_and_feets,lethargy,enlarged_thyroid,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,fatigue,weight_gain,mood_swings,swollen_extremeties,enlarged_thyroid,lethargy,brittle_nails,,,,,,,,,
Hypothyroidism,enlarged_thyroid,cold_hands_and_feets,weight_gain,mood_swings,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,weight_gain,swollen_extremeties,cold_hands_and_feets,fatigue,mood_swings,brittle_nails,enlarged_thyroid,lethargy,,,,,,,,,
Hypothyroidism,enlarged_thyroid,mood_swings,swollen_extremeties,lethargy,weight_gain,brittle_nails,cold_hands_and_feets,fatigue,,,,,,,,,
Hypothyroidism,enlarged_thyroid,weight_gain,mood_swings,cold_hands_and_feets,lethargy,swollen_extremeties,brittle_nails,fatigue,,,,,,,,,
Hypothyroidism,brittle_nails,cold_hands_and_feets,mood_swings,swollen_extremeties,fatigue,lethargy,enlarged_thyroid,,,,,,,,,,
Hypothyroidism,fatigue,enlarged_thyroid,mood_swings,weight_gain,brittle_nails,lethargy,,,,,,,,,,,
Hypothyroidism,brittle_nails,enlarged_thyroid,mood_swings,weight_gain,cold_hands_and_feets,,,,,,,,,,,,
Hypothyroidism,lethargy,enlarged_thyroid,weight_gain,mood_swings,swollen_extremeties,fatigue,,,,,,,,,,,
Hypothyroidism,swollen_extremeties,lethargy,mood_swings,brittle_nails,enlarged_thyroid,cold_hands_and_feets,fatigue,weight_gain,,,,,,,,,
Hypothyroidism,weight_gain,brittle_nails,swollen_extremeties,cold_hands_and_feets,enlarged_thyroid,,,,,,,,,,,,
Hypothyroidism,brittle_nails,swollen_extremeties,cold_hands_and_feets,mood_swings,fatigue,,,,,,,,,,,,
Hypothyroidism,weight_gain,cold_hands_and_feets,swollen_extremeties,lethargy,enlarged_thyroid,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,mood_swings,brittle_nails,lethargy,weight_gain,swollen_extremeties,fatigue,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,lethargy,mood_swings,fatigue,enlarged_thyroid,weight_gain,,,,,,,,,,,,
Hypothyroidism,lethargy,cold_hands_and_feets,mood_swings,weight_gain,enlarged_thyroid,swollen_extremeties,brittle_nails,,,,,,,,,,
Hypothyroidism,swollen_extremeties,enlarged_thyroid,brittle_nails,mood_swings,cold_hands_and_feets,,,,,,,,,,,,
Hypothyroidism,lethargy,fatigue,enlarged_thyroid,brittle_nails,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,weight_gain,enlarged_thyroid,swollen_extremeties,brittle_nails,lethargy,cold_hands_and_feets,fatigue,,,,,,,,,,
Hypothyroidism,brittle_nails,mood_swings,weight_gain,swollen_extremeties,enlarged_thyroid,fatigue,lethargy,,,,,,,,,,
Hypothyroidism,fatigue,enlarged_thyroid,lethargy,weight_gain,mood_swings,cold_hands_and_feets,brittle_nails,swollen_extremeties,,,,,,,,,
Hypothyroidism,mood_swings,weight_gain,cold_hands_and_feets,fatigue,lethargy,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,cold_hands_and_feets,weight_gain,mood_swings,fatigue,swollen_extremeties,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,lethargy,mood_swings,brittle_nails,swollen_extremeties,cold_hands_and_feets,fatigue,weight_gain,,,,,,,,,
Hypothyroidism,swollen_extremeties,lethargy,weight_gain,cold_hands_and_feets,fatigue,brittle_nails,mood_swings,,,,,,,,,,
Hypothyroidism,weight_gain,swollen_extremeties,cold_hands_and_feets,fatigue,brittle_nails,mood_swings,lethargy,,,,,,,,,,
Hypothyroidism,brittle_nails,lethargy,weight_gain,swollen_extremeties,mood_swings,enlarged_thyroid,fatigue,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,mood_swings,swollen_extremeties,weight_gain,lethargy,brittle_nails,,,,,,,,,,,
Hypothyroidism,fatigue,brittle_nails,cold_hands_and_feets,swollen_extremeties,mood_swings,lethargy,enlarged_thyroid,weight_gain,,,,,,,,,
Hypothyroidism,brittle_nails,enlarged_thyroid,mood_swings,swollen_extremeties,lethargy,weight_gain,fatigue,cold_hands_and_feets,,,,,,,,,
Hypothyroidism,mood_swings,cold_hands_and_feets,fatigue,brittle_nails,weight_gain,,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,brittle_nails,mood_swings,lethargy,enlarged_thyroid,swollen_extremeties,fatigue,,,,,,,,,,
Hypothyroidism,lethargy,brittle_nails,swollen_extremeties,cold_hands_and_feets,fatigue,,,,,,,,,,,,
Hypothyroidism,mood_swings,swollen_extremeties,fatigue,weight_gain,cold_hands_and_feets,enlarged_thyroid,lethargy,brittle_nails,,,,,,,,,
Hypothyroidism,weight_gain,mood_swings,fatigue,swollen_extremeties,lethargy,cold_hands_and_feets,brittle_nails,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,lethargy,weight_gain,enlarged_thyroid,brittle_nails,fatigue,mood_swings,swollen_extremeties,,,,,,,,,
Hypothyroidism,enlarged_thyroid,swollen_extremeties,cold_hands_and_feets,brittle_nails,lethargy,mood_swings,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,brittle_nails,mood_swings,fatigue,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,cold_hands_and_feets,weight_gain,brittle_nails,swollen_extremeties,enlarged_thyroid,lethargy,,,,,,,,,,,
Hypothyroidism,swollen_extremeties,weight_gain,lethargy,cold_hands_and_feets,mood_swings,brittle_nails,enlarged_thyroid,fatigue,,,,,,,,,
Hypothyroidism,brittle_nails,lethargy,enlarged_thyroid,cold_hands_and_feets,swollen_extremeties,,,,,,,,,,,,
Hypothyroidism,swollen_extremeties,cold_hands_and_feets,lethargy,fatigue,enlarged_thyroid,brittle_nails,weight_gain,mood_swings,,,,,,,,,
Hypothyroidism,brittle_nails,weight_gain,mood_swings,swollen_extremeties,enlarged_thyroid,,,,,,,,,,,,
Hypothyroidism,enlarged_thyroid,brittle_nails,cold_hands_and_feets,swollen_extremeties,weight_gain,lethargy,mood_swings,,,,,,,,,,
Hypothyroidism,fatigue,swollen_extremeties,brittle_nails,mood_swings,enlarged_thyroid,lethargy,cold_hands_and_feets,,,,,,,,,,
Hypothyroidism,swollen_extremeties,fatigue,mood_swings,weight_gain,lethargy,cold_hands_and_feets,enlarged_thyroid,brittle_nails,,,,,,,,,
Hypothyroidism,weight_gain,enlarged_thyroid,cold_hands_and_feets,brittle_nails,fatigue,swollen_extremeties,mood_swings,,,,,,,,,,
Hypothyroidism,brittle_nails,enlarged_thyroid,cold_hands_and_feets,weight_gain,mood_swings,,,,,,,,,,,,
Psoriasis,inflammatory_nails,skin_rash,small_dents_in_nails,,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,
Psoriasis,small_dents_in_nails,silver_like_dusting,skin_rash,inflammatory_nails,,,,,,,,,,,,,
Psoriasis,skin_rash,silver_like_dusting,joint_pain,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,
Psoriasis,silver_like_dusting,skin_rash,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,
Psoriasis,skin_peeling,inflammatory_nails,joint_pain,silver_like_dusting,skin_rash,,,,,,,,,,,,
Psoriasis,skin_rash,small_dents_in_nails,inflammatory_nails,skin_peeling,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,skin_peeling,joint_pain,small_dents_in_nails,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,small_dents_in_nails,inflammatory_nails,skin_rash,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,inflammatory_nails,,,,,,,,,,,,,,
Psoriasis,skin_peeling,silver_like_dusting,inflammatory_nails,skin_rash,small_dents_in_nails,joint_pain,,,,,,,,,,,
Psoriasis,joint_pain,small_dents_in_nails,skin_peeling,,,,,,,,,,,,,,
Psoriasis,inflammatory_nails,skin_peeling,joint_pain,,,,,,,,,,,,,,
Psoriasis,inflammatory_nails,silver_like_dusting,skin_peeling,small_dents_in_nails,,,,,,,,,,,,,
Psoriasis,joint_pain,silver_like_dusting,small_dents_in_nails,,,,,,,,,,,,,,
Psoriasis,joint_pain,silver_like_dusting,skin_rash,,,,,,,,,,,,,,
Psoriasis,skin_peeling,inflammatory_nails,joint_pain,,,,,,,,,,,,,,
Psoriasis,small_dents_in_nails,silver_like_dusting,skin_peeling,inflammatory_nails,skin_rash,joint_pain,,,,,,,,,,,
Psoriasis,skin_rash,small_dents_in_nails,inflammatory_nails,,,,,,,,,,,,,,
Psoriasis,skin_peeling,joint_pain,skin_rash,,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,small_dents_in_nails,skin_peeling,,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,inflammatory_nails,skin_rash,skin_peeling,small_dents_in_nails,joint_pain,,,,,,,,,,,
Psoriasis,skin_peeling,skin_rash,joint_pain,,,,,,,,,,,,,,
Psoriasis,small_dents_in_nails,skin_peeling,silver_like_dusting,inflammatory_nails,,,,,,,,,,,,,
Psoriasis,skin_peeling,silver_like_dusting,joint_pain,,,,,,,,,,,,,,
Psoriasis,joint_pain,skin_rash,silver_like_dusting,,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,small_dents_in_nails,skin_rash,,,,,,,,,,,,,,
Psoriasis,inflammatory_nails,joint_pain,skin_rash,silver_like_dusting,skin_peeling,,,,,,,,,,,,
Psoriasis,joint_pain,silver_like_dusting,skin_peeling,,,,,,,,,,,,,,
Psoriasis,joint_pain,skin_peeling,inflammatory_nails,small_dents_in_nails,silver_like_dusting,,,,,,,,,,,,
Psoriasis,skin_rash,skin_peeling,silver_like_dusting,,,,,,,,,,,,,,
Psoriasis,small_dents_in_nails,skin_rash,skin_peeling,silver_like_dusting,inflammatory_nails,,,,,,,,,,,,
Psoriasis,silver_like_dusting,small_dents_in_nails,skin_peeling,skin_rash,joint_pain,inflammatory_nails,,,,,,,,,,,
Psoriasis,joint_pain,skin_peeling,skin_rash,small_dents_in_nails,silver_like_dusting,,,,,,,,,,,,
Psoriasis,inflammatory_nails,small_dents_in_nails,skin_rash,silver_like_dusting,,,,,,,,,,,,,
Psoriasis,joint_pain,skin_rash,silver_like_dusting,,,,,,,,,,,,,,
Psoriasis,silver_like_dusting,joint_pain,small_dents_in_nails,skin_rash,inflammatory_nails,,,,,,,,,,,,
